FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	label
0	KUL_000001_s1	126.93615635989924	-12.348869732201662	2.225553512597375	0.28906955457840966	-4.833373916653342	-2.0871552254475962	-1.1755845181289106	-3.527090101352826	6.908490914612577	3.7784102813591582	-4.746257875067714	-9.077418329680949	4.630836813057993	5.625835250695439	-2.8688320409776473	4.928714021453234	3.379092411958563	-7.728475961670542	-0.6576974391299798	-2.363736140265943	6.160129598919003	2.4242249558733375	-0.9780138666485211	1.9337947555685309	-2.97119166547285	1.0148431448273638	1.613682427880517	-1.7236342256075114	-4.835578884227727	-2.021034032617485	-3.961514548398853	-2.2396262340379223	3.3450752523628853	2.750297146819886	-5.546486885259874	1.7886392967803135	-4.697000606858154	1.034918389216246	0.03306825976050752	-1.4159740105062415	2.843974650021191	-1.0659410486040093	-3.210644984609734	-2.3936396344349893	-0.7200965852698736	-0.9142320024438492	-1.3012734323996202	0.4111908548356635	0.3237777385741399	-0.818604058314533	new
0	KUL_000002_s1	126.66825178932112	-12.133058080092486	2.497151385637961	3.0427271456690757	-3.4502571016742256	-2.938777758556255	1.2197077488761727	-4.267108051193329	6.3654034728043225	2.471488179821881	-3.2189108396416817	-1.623548964231398	2.6780540007813944	4.941096238781022	4.357517605781798	-1.0105855890310593	2.5060055566934785	-1.5955093889944025	-1.067393886730771	2.356302996655238	8.042578157661028	1.8022106501062374	-0.6208039273218121	6.199616706736092	1.2788000565274946	2.9099834313899153	-0.41782551310164734	-0.47128299723673805	-1.2437581045477482	-0.21416846807745954	-3.0512802254785703	-2.769985529136223	5.76183453098049	0.3311736621441089	-2.6800576056903305	-1.6800258021316072	-2.255857235507128	1.8804233666154522	1.6190053348454252	1.470281354916981	6.1662744459738965	2.7947978729860066	-6.63099348380223	-0.8172930729752451	1.4509101109512248	-0.7877372037390807	-1.300194143454784	0.20314823486494288	-1.8605292169640357	-1.5128505985814962	new
0	KUL_000003_s1	128.07709041612148	-10.608390490397689	-4.890409091032901	-8.869466608553935	5.396091582459433	-3.335564484739213	-3.783483594758601	0.2367072165045569	2.3665154548570704	3.873749074011655	-6.2163935440690015	-5.32920690593572	-0.6544769391737603	6.216964346025357	-1.365768418900572	6.925773330399709	-0.29641145559631366	-4.876057600072554	5.324132158330032	-3.3009022805097605	1.6889151204805237	4.073669061329272	1.5981975422346104	3.883865866990527	-3.0877595676473737	0.8497470065072091	-6.2495014748649504	-1.382598192944115	0.38266817036933237	-1.002299797632985	-2.069587630386934	0.8397888920180685	0.3920387257654045	0.36897554327334603	-3.3871287083638455	-2.419648718434076	1.3202091494279993	0.3969520491707152	4.432256307185612	-4.4216891945605274	3.5167538039374655	-0.06397814231526103	-2.38263859458568	-2.5464831875842475	-0.030600954991782017	-0.32652657380202826	-0.7993539945783193	-1.2360320568905159	1.4005593994985346	-3.182147371569586	new
0	KUL_000004_s1	-46.54232216684009	-15.045008904926902	-0.4490969870613646	-6.470976379772134	-0.2665549212016648	-1.1282439215314262	1.993094358820948	-0.6992935449457507	-1.6522891059653362	0.6521293900490327	5.085655536980293	5.223529747463551	0.8989075267632032	-1.3203545808644401	-8.796234549803382	-3.60941639186154	3.2210685263899	1.202555706705973	-5.045646079309193	-1.7610960986430289	-2.945285516152318	-2.7874579795375243	-3.1629144065694867	-1.0021166082748982	7.427049420704633	-4.333517443184492	2.6487053917277033	0.7542567878234152	-3.835346989057309	-7.6923490720143555	1.2841062491432145	0.7500823813466094	-2.2566341158331005	-1.4933112649834086	-0.3032167313798365	-1.8186342134677616	3.7283920144034863	-3.0486612997139044	-2.2221548656631063	0.39744969825373766	-1.4822121295533777	-0.662727419352669	0.7524681571133098	4.359158425781362	-3.08809616892898	0.6009832547236199	0.6275278290099152	1.389699411161814	1.5476174883814162	1.9960211785781217	new
0	KUL_000005_s1	-42.890420625988696	-2.4359906932525592	0.4723019157346561	8.18929347111085	-4.673310821995305	12.056466175201528	-7.313519401016612	-6.164380870471091	-3.9779828357771954	0.5086099547917399	0.04608347944782484	-6.9568587067599905	2.1559696446335934	1.9517954898073608	-6.085283191949924	0.15330262094218017	-1.6093942156925858	4.602334830520026	-0.14800739201455887	1.2420564901775044	0.4206932544180653	-7.62522179440089	-5.730204114071759	-3.6024832214677587	7.148974773405403	-2.088575392305461	-1.2003043880827167	0.7694838980249101	-0.3260384114456111	-1.981544446022282	-2.1094280174170734	2.3257076340605716	1.7362564880723519	-2.107801881398321	-5.676978673934442	-0.1705778974855758	1.4803876624314645	-1.9803748801542302	-0.555644747216403	0.6557671032698777	-1.520823169769457	-3.102140821425396	-4.197471174688637	2.2920133370965194	-0.5212798387261904	4.96332899178018	-2.7782868231774382	1.9671356508206375	-0.6969624097354725	-2.4754030249710937	new
0	KUL_000006_s1	-46.34721080286208	-19.428974664264942	3.492750071114932	6.195430039454682	-6.046270345967625	-3.9227751149654706	-5.091149918466827	2.146926309053702	-3.0839001186368735	7.724594554289591	0.44174742200784817	5.571845028012778	-3.0882770017009444	-1.2847018285112868	6.493086594452858	-3.4768845431714293	0.04310538842458519	-2.9962170186651336	1.8964439682261263	-2.835732779447915	1.7705482105721233	0.3979035657264931	0.5905741366526204	-2.9753144831720753	-6.0109083351481765	-4.050917693186167	-5.519337878798654	0.5612847004809726	2.155473582074019	-3.2118528912511617	-1.8906280214158402	-2.977266967007638	4.889866371800129	-3.249180372891771	-4.8816209580750005	-0.15453657088103198	3.15656195846309	-2.9956621344799816	0.6663460877410987	-0.08328609374004506	-0.553188101485483	4.4634230392600545	1.3019850089284868	-5.3135258852718374	1.4574327530847697	-0.5125483209412155	3.184230762962766	-0.9335106460960787	1.299194928620442	-0.7893646250302117	new
0	KUL_000007_s1	-46.84200795557923	-23.919902166408196	1.3655880709140575	8.520428269452005	-2.3202753700908305	-2.354634807560472	-5.739350898601368	-3.776986983939709	-0.07632519743412469	0.5733270640232513	2.280962710465049	-7.27762272488453	0.5709430682946	-0.3945665032374657	3.7441740303833932	-4.941030958155842	5.947572809396184	-3.6110500626466715	5.0555414600977935	4.647336218864121	7.6453142011190875	2.1320122937337627	-2.5893624315116437	-1.122794138876346	3.328596411411975	-0.9836636959509908	2.562731056802024	-2.115220732940321	-0.12131351953770046	-3.0795661673705697	-1.2385643353555773	-1.3068156963552042	2.0491369902432894	2.820681656030874	1.720942883851996	2.106960011128168	-3.955774197750885	-0.24371435585728754	0.9204549296606626	-0.4262028477900252	1.515603520533088	1.701400946390401	-2.1095693262489763	1.4431264327999362	0.4925256574906526	2.4746580162248204	5.332567906655277	-1.3605876748921077	-5.388010695239256	-3.684483394563835	new
0	KUL_000008_s1	-45.84741506715116	-17.64743638933041	-2.9795324727049635	-3.7922775428441984	5.384358118928711	-0.8803194018607136	5.0998388028309005	4.4569279847036345	2.0199961318566704	3.519971465285118	-2.6573055710406512	-9.82471344562046	-2.541623158171974	1.7581269075522237	-2.852241645387163	1.3538197117471338	-4.990140670869666	4.026855866532956	-3.8536955606023375	-2.5071453732502396	1.0860457887976644	-1.9382021090909705	-5.279655541618786	-2.135313735831721	-1.0379450023102048	0.3153756570804027	0.09761415782748964	2.0010316191094604	3.8608395700973137	-0.3609332126821452	-0.4024368368842393	-0.610250111146852	-4.117208555473742	1.6464631581721647	0.19592019607487562	0.2221232923964658	-1.2414477160042408	2.519058536883381	0.3211071680751969	3.173084362563516	-1.2065109680494621	-0.9975768354977237	0.7134385026096338	2.486477105849654	1.3546407453946747	-2.5407219633004456	-1.5603349218492182	-1.6578265949423052	-1.1979637107895342	4.569240828547175	new
0	KUL_000009_s1	-45.53052821625159	-16.31822361422326	0.7990366855248178	-5.2276252822529	5.0409723771835635	0.9492255046686646	1.9975102948612389	1.4805820907433385	4.7327714747992955	3.8960003131717524	1.3127647979491548	1.6252789997805788	1.3210293292570463	1.4536659290420482	6.339541412905422	0.8898285556018369	-0.5833427507997293	1.2478039537672494	-3.5894263653968195	-3.0599657796059336	-1.011276977827801	-1.8320883955620821	-0.5961304166392055	-0.0481951698973503	-4.858071037973559	-1.1296178343534387	-2.5166848835656617	0.7244067327750402	1.4836982680798263	1.5874679615717768	3.071287105805766	0.17228510024264604	0.16343227956752257	-0.8226619483661928	0.9145031234880413	0.8356434102708786	3.8566915034725704	1.1778061422052153	-1.7092381168592585	-1.5274575461754123	-2.0510946449542575	0.06777005584777814	-0.8679959148600641	-1.5595953097868318	3.6887058064412477	-0.6251742808809915	-1.9722671655995108	-2.018976079107718	-6.914857204271917	-2.195123905674906	new
0	KUL_000010_s1	-44.31536254522819	-10.834508103696113	-0.02099658466402795	3.912575834446617	-1.1489711474685562	0.36495279931742247	11.153657400769951	6.298623414955021	9.411352132710785	3.2751948194959546	3.7557561132353556	-2.5348231202309988	-5.103931676261779	0.43220536502819973	1.9777240871673378	-3.654657098178711	0.6952448939395129	-0.31565736492160745	-0.1889729700460243	-1.9581920993832966	0.558972838978138	0.8510952824030131	-4.367410488802794	-0.002887564333891701	-0.28041016455722073	1.2984416605712341	1.410505345940717	-2.1077499338588854	0.3069043564365649	-2.0194518387749723	1.430037744039697	-1.405336942398421	0.6303416656107773	-3.822491067300447	3.0924344650838123	3.4142586268696444	-4.121042105862118	-1.4367056203891795	4.54685275795834	2.728999523272905	-3.2578786691606934	-0.3858068274134579	4.701127617780455	0.6890230429372597	-2.8186276634219367	-0.9453157370844756	3.4320027348361437	-1.1343544706310327	-1.626684904120974	0.3711152766253331	new
0	KUL_000011_s1	-45.5723154103002	-6.672570899891199	-2.334353043278519	-6.334018344830538	6.045309509197244	6.183574113593322	-3.2313920356658428	1.564793074108316	-2.3365476009149657	0.01986223118016542	-7.146944506849343	1.9564796108268636	3.4427928686360056	3.668972803103865	5.941515155048066	-1.283408032042323	-1.6349530314295433	0.6055252904945826	-4.302426909619483	-0.8660945213894056	-1.8487321973972721	-0.4997953930007746	-2.4757074880505963	0.538503358651202	-4.537380204696708	-4.704683747881003	-5.1034158306331	2.40951594345326	2.4877707177124146	-3.5311495250058025	-8.762699024190804	0.5257896644646931	-4.674379363890798	-5.374193524254416	0.05366485364370385	-4.71192185164377	0.6203675057568506	0.1581697051887817	6.385555576151953	-0.2579971548378811	1.0380884723643564	2.2562725564859885	-0.6009403462208741	-1.3578651583594679	-6.059480895524752	3.27043555346938	-3.199845003817651	-0.7869761325301099	1.7175297365911806	2.0632408399166065	new
0	KUL_000012_s1	-43.738865604514544	-2.9824257115777137	0.5396371051244616	5.435939508993958	-3.207581511247608	13.797844629498279	7.700560275794832	-0.727947618073193	3.0767435277270727	-1.3030267936893316	-0.8599644327321798	-3.5024884077532916	2.1704205301657065	2.613432823157445	1.0656749479038037	-7.721239452086436	3.7753663749519597	5.6802774328509535	0.8513806181883175	2.8021886499742115	6.318966908443238	-2.7479811622082875	-2.96300662270282	2.4319593893723854	4.718648604429672	-0.371443323084728	-5.20526414788642	-1.6014287771488969	-1.1324335596920392	-0.42561871015431085	-4.861584143472335	-1.5869337083680886	4.909660734551395	-4.924902075938306	4.382622447147177	-0.6561355965699167	4.968960940458845	-1.4523444142166517	-5.044270234307751	-0.39506305961548593	3.04536492463196	-0.041602387223129415	-1.169815741019239	0.845117535080021	-0.16772748738847298	1.6169805955328016	3.915979519407734	2.6547597259147695	-2.3211414000263795	-2.060916774565161	new
